production,lhs,sum_production,sum_lhs,probability
Verb -> 'kematyang',Verb,1,174,0.005747126436781609
Verb -> 'kemu',Verb,1,174,0.005747126436781609
Verb -> 'ketiba',Verb,1,174,0.005747126436781609
Verb -> 'kidang',Verb,1,174,0.005747126436781609
Verb -> 'kurenane',Verb,1,174,0.005747126436781609
Verb -> 'kuuk',Verb,1,174,0.005747126436781609
Verb -> 'lancah',Verb,2,174,0.011494252873563218
Verb -> 'laut',Verb,1,174,0.005747126436781609
Verb -> 'luas',Verb,3,174,0.017241379310344827
Verb -> 'maang',Verb,1,174,0.005747126436781609
Verb -> 'maboros',Verb,1,174,0.005747126436781609
Verb -> 'macanne',Verb,1,174,0.005747126436781609
Verb -> 'madaar',Verb,1,174,0.005747126436781609
Verb -> 'madan',Verb,4,174,0.022988505747126436
Verb -> 'madeg',Verb,1,174,0.005747126436781609
Verb -> 'madue',Verb,1,174,0.005747126436781609
Verb -> 'magadang',Verb,1,174,0.005747126436781609
Verb -> 'magae',Verb,1,174,0.005747126436781609
Verb -> 'magarapan',Verb,1,174,0.005747126436781609
Verb -> 'mai',Verb,1,174,0.005747126436781609
Verb -> 'makerab',Verb,1,174,0.005747126436781609
Verb -> 'malajah',Verb,1,174,0.005747126436781609
Verb -> 'malisah',Verb,1,174,0.005747126436781609
Verb -> 'mamarekan',Verb,1,174,0.005747126436781609
Verb -> 'mamua',Verb,1,174,0.005747126436781609
Verb -> 'mandus',Verb,1,174,0.005747126436781609
Verb -> 'manine',Verb,1,174,0.005747126436781609
Verb -> 'manjus',Verb,2,174,0.011494252873563218
Verb -> 'mas',Verb,1,174,0.005747126436781609
Verb -> 'masare',Verb,1,174,0.005747126436781609
Verb -> 'masesangi',Verb,1,174,0.005747126436781609
Verb -> 'mategtegan',Verb,1,174,0.005747126436781609
Verb -> 'maucap',Verb,1,174,0.005747126436781609
Verb -> 'medem',Verb,2,174,0.011494252873563218
Verb -> 'megae',Verb,1,174,0.005747126436781609
Verb -> 'mekeber',Verb,1,174,0.005747126436781609
Verb -> 'memen',Verb,1,174,0.005747126436781609
Verb -> 'men',Verb,3,174,0.017241379310344827
Verb -> 'merasa',Verb,1,174,0.005747126436781609
Verb -> 'mesuryak',Verb,1,174,0.005747126436781609
Verb -> 'metekap',Verb,1,174,0.005747126436781609
Verb -> 'mulih',Verb,1,174,0.005747126436781609
Verb -> 'nawang',Verb,2,174,0.011494252873563218
Verb -> 'negen',Verb,1,174,0.005747126436781609
Verb -> 'ngabas',Verb,1,174,0.005747126436781609
Verb -> 'ngajak',Verb,1,174,0.005747126436781609
Verb -> 'ngalahin',Verb,1,174,0.005747126436781609
Verb -> 'ngalih',Verb,9,174,0.05172413793103448
Verb -> 'ngamah',Verb,1,174,0.005747126436781609
Verb -> 'ngandika',Verb,1,174,0.005747126436781609
Verb -> 'ngdih',Verb,1,174,0.005747126436781609
Verb -> 'ngencanin',Verb,1,174,0.005747126436781609
Verb -> 'ngendih',Verb,1,174,0.005747126436781609
Verb -> 'ngidayang',Verb,1,174,0.005747126436781609
Verb -> 'nginyah',Verb,1,174,0.005747126436781609
Verb -> 'nglablab',Verb,1,174,0.005747126436781609
Verb -> 'nglocita',Verb,1,174,0.005747126436781609
Verb -> 'ngorahang',Verb,2,174,0.011494252873563218
Verb -> 'ngraosang',Verb,1,174,0.005747126436781609
Verb -> 'ngrengkeng',Verb,1,174,0.005747126436781609
Verb -> 'ngrepe',Verb,1,174,0.005747126436781609
Verb -> 'ngulat',Verb,1,174,0.005747126436781609
Verb -> 'ngulkul',Verb,1,174,0.005747126436781609
Verb -> 'nibakang',Verb,1,174,0.005747126436781609
Verb -> 'nulungin',Verb,1,174,0.005747126436781609
Verb -> 'nutugang',Verb,2,174,0.011494252873563218
Verb -> 'nuturang',Verb,3,174,0.017241379310344827
Verb -> 'nyagrep',Verb,2,174,0.011494252873563218
Verb -> 'nyantulin',Verb,1,174,0.005747126436781609
Verb -> 'nyatua',Verb,1,174,0.005747126436781609
Verb -> 'nyelang',Verb,1,174,0.005747126436781609
Verb -> 'nyelempoh',Verb,1,174,0.005747126436781609
Verb -> 'nyemakang',Verb,1,174,0.005747126436781609
Verb -> 'nyemakin',Verb,1,174,0.005747126436781609
Verb -> 'nyidayang',Verb,1,174,0.005747126436781609
Verb -> 'nyuratin',Verb,1,174,0.005747126436781609
Verb -> 'pajalane',Verb,1,174,0.005747126436781609
Verb -> 'panebus',Verb,1,174,0.005747126436781609
Verb -> 'panedung',Verb,1,174,0.005747126436781609
Verb -> 'panjake',Verb,3,174,0.017241379310344827
Verb -> 'peteng',Verb,1,174,0.005747126436781609
Verb -> 'pianakne',Verb,1,174,0.005747126436781609
Verb -> 'pikat',Verb,1,174,0.005747126436781609
Verb -> 'plaibanga',Verb,1,174,0.005747126436781609
Verb -> 'poleng',Verb,2,174,0.011494252873563218
Verb -> 'pongponga',Verb,1,174,0.005747126436781609
Verb -> 'prabu',Verb,1,174,0.005747126436781609
Verb -> 'pramesti',Verb,1,174,0.005747126436781609
Verb -> 'raris',Verb,1,174,0.005747126436781609
Verb -> 'ratun',Verb,1,174,0.005747126436781609
Verb -> 'repotan',Verb,1,174,0.005747126436781609
Verb -> 'sampi',Verb,1,174,0.005747126436781609
Verb -> 'sayanganga',Verb,1,174,0.005747126436781609
Verb -> 'sedeng',Verb,1,174,0.005747126436781609
Verb -> 'sembah',Verb,3,174,0.017241379310344827
Verb -> 'sengitanga',Verb,1,174,0.005747126436781609
Verb -> 'sing',Verb,1,174,0.005747126436781609
Verb -> 'singa',Verb,1,174,0.005747126436781609
Verb -> 'sirepne',Verb,1,174,0.005747126436781609
Verb -> 'sombong',Verb,1,174,0.005747126436781609
Verb -> 'sube',Verb,1,174,0.005747126436781609
Verb -> 'sumandea',Verb,1,174,0.005747126436781609
Verb -> 'sumuyug',Verb,1,174,0.005747126436781609
Verb -> 'suud',Verb,1,174,0.005747126436781609
Verb -> 'tadah',Verb,1,174,0.005747126436781609
Verb -> 'tamak',Verb,1,174,0.005747126436781609
Verb -> 'tandruh',Verb,1,174,0.005747126436781609
Verb -> 'tengkejutningeh',Verb,1,174,0.005747126436781609
Verb -> 'tepukin',Verb,1,174,0.005747126436781609
Verb -> 'tuara',Verb,1,174,0.005747126436781609
